SourceTag	ligandid	proteinid	Canonical_Smiles	typeofbinding
asd_2010_allligand_7_25.mdb	ASD00360001	ASD00360000	OC[C@]1(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360002	ASD00360000	O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360003	ASD00360000	O[C@@H]1CO[C@@](O)(COP(=O)(O)O)[C@@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360004	ASD00360000	OC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360005	ASD00360000	OC[C@]1(OP(=O)(O)O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360006	ASD00360000	O[C@H]1[C@H](O)[C@@](O)(COP(=O)(O)O)O[C@@H]1COP(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00360007	ASD00360000	OC(=O)CC(O)(CC(=O)O)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00320001	ASD02850000	N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00680001	ASD01040000	Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl	allosteric
asd_2010_allligand_7_25.mdb	ASD00680002	ASD01040000	CC[C@@H]1Cc2cc(O)ccc2C3=C1c4ccc(O)cc4C[C@H]3CC	allosteric
asd_2010_allligand_7_25.mdb	ASD01040002	ASD01040000	CCCc1c(nn(c2ccc(O)cc2)c1c3ccc(O)cc3)c4ccc(O)cc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01040004	ASD01040000	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	allosteric
asd_2010_allligand_7_25.mdb	ASD00570001	ASD00570000	CC(OC(=O)Nc1ccc(Cl)c(Cl)c1)c2nc3ccccc3[nH]2	allosteric
asd_2010_allligand_7_25.mdb	ASD00570002	ASD00570000	CC(C)(C)c1ccc(cc1[N+](=O)[O-])C(=O)NNC(=O)Nc2cccc3ccccc23	allosteric
asd_2010_allligand_7_25.mdb	ASD00570003	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570004	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570005	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCN(CC4)c5ccccc5	allosteric
asd_2010_allligand_7_25.mdb	ASD00570006	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCS(=O)(=O)CC4	allosteric
asd_2010_allligand_7_25.mdb	ASD00570007	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCCC5(CCCNC5)C4	allosteric
asd_2010_allligand_7_25.mdb	ASD00570008	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCC(CC4)(c5ccccc5)c6ccccc6	allosteric
asd_2010_allligand_7_25.mdb	ASD00570009	ASD00570000	NC(=O)C1CCN(CC1)C(=O)C(SC2=Nc3ccccc3C(=O)N2c4cccc(Cl)c4)c5ccccc5	allosteric
asd_2010_allligand_7_25.mdb	ASD00570010	ASD00570000	CC(C)CC(SC1=Nc2ccccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570011	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3Cl)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570012	ASD00570000	CCCCC(SC1=Nc2cc(C)ccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570013	ASD00570000	CCCCC(SC1=Nc2c(C)cccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570014	ASD00570000	CCCCC(SC1=Nc2c(O)cccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00570015	ASD00570000	CCCCC(SC1=Nc2c(OC)cccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660002	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N(CC)CC	allosteric
asd_2010_allligand_7_25.mdb	ASD00660003	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)NC4CCCCC4	allosteric
asd_2010_allligand_7_25.mdb	ASD00660004	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)NC45CC6CC(CC(C6)C4)C5	allosteric
asd_2010_allligand_7_25.mdb	ASD00660005	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)NC(C)(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD00660006	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)NC4CC5CCC4C5	allosteric
asd_2010_allligand_7_25.mdb	ASD00660008	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCS(=O)(=O)CC4	allosteric
asd_2010_allligand_7_25.mdb	ASD00660011	ASD00570000	CC(C)C(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660012	ASD00570000	NC(=O)C1CCN(CC1)C(=O)C(SC2=Nc3ccccc3C(=O)N2c4ccccc4)c5ccccc5	allosteric
asd_2010_allligand_7_25.mdb	ASD00660013	ASD00570000	CC(C)CC(SC1=Nc2ccccc2C(=O)N1c3ccccc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660014	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1C3CCCCC3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660015	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1C(C)C)C(=O)N3CCC(CC3)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660016	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1C)C(=O)N3CCC(CC3)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660018	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660019	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3cccnc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660020	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1c3ccnc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660021	ASD00570000	CCCCC(SC1=Nc2ccccc2C(=O)N1Cc3cccnc3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660022	ASD00570000	CCCCC(SC1=Nc2cccc(C)c2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660023	ASD00570000	CCCCC(SC1=Nc2ccc(C)cc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC(CC4)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00660028	ASD00570000	CCCC[C@@H](SC1=Nc2ccccc2C(=O)N1c3cccc(Cl)c3)C(=O)N4CCC[C@]5(CCCNC5)C4	allosteric
asd_2010_allligand_7_25.mdb	ASD00100001	ASD00140000	CCCCCCCC\C=C/CCCCCCCC(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00140002	ASD00140000	CCCCCCCC\C=C/CCCCCCCC(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00140003	ASD00140000	CC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD00140004	ASD00140000	C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	allosteric
asd_2010_allligand_7_25.mdb	ASD03220001	ASD03220000	CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3	allosteric
asd_2010_allligand_7_25.mdb	ASD03220002	ASD03220000	C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@@H](OC(=O)C)[C@@](C)(C5CC[C@@]34C)C(=O)O)[C@@H]2[C@H]1C	allosteric
asd_2010_allligand_7_25.mdb	ASD03220003	ASD03220000	C[C@@H]1CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@@H](OC(=O)CCNC(=O)c6cc(I)c(cc6O)N=[N+]=[N-])[C@@](C)(C5CC[C@@]34C)C(=O)O)[C@@H]2[C@H]1C	allosteric
asd_2010_allligand_7_25.mdb	ASD01260001	ASD01260000	CC(I)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260002	ASD01260000	CC(I)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD01260003	ASD01260000	NCC(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260004	ASD01260000	N[C@@H](CO)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260005	ASD01260000	N[C@@H](Cc1c[nH]cn1)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260006	ASD01260000	N[C@@H](CC(=O)O)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260007	ASD01260000	N[C@@H](CS)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01260008	ASD01260000	O[C@H](CS)[C@H](O)CS	allosteric
asd_2010_allligand_7_25.mdb	ASD00230001	ASD00230000	CC(=O)SCC[N+](C)(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD00230002	ASD00230000	CC(=O)OCC[N+](C)(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD00230003	ASD00230000	CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	allosteric
asd_2010_allligand_7_25.mdb	ASD00230004	ASD00230000	COc1cc2CC[N+](C)(C)[C@]3(C)Cc4ccc(O)c(Oc5cc6[C@H](Cc7ccc(Oc(c1O)c23)cc7)[NH+](C)CCc6cc5OC)c4	allosteric
asd_2010_allligand_7_25.mdb	ASD00230005	ASD00230000	CC[N+](C)(CC)CCC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14	allosteric
asd_2010_allligand_7_25.mdb	ASD00150001	ASD02600000	Nc1ncnc2c1ncn2C3O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]3O	allosteric
asd_2010_allligand_7_25.mdb	ASD02260001	ASD02260000	NP(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00170297	ASD01730000	[Na+]	allosteric
asd_2010_allligand_7_25.mdb	ASD00240007	ASD01730000	[Mg+2]	allosteric
asd_2010_allligand_7_25.mdb	ASD00240009	ASD01730000	[Ca+2]	allosteric
asd_2010_allligand_7_25.mdb	ASD03380001	ASD03380000	N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc3ccccc3)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03380002	ASD03380000	N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H](Cc2ccccc2)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03380003	ASD03380000	C[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@H](Cc2ccccc2)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03150001	ASD03150000	OC(=O)[C@@H]1CCCN1	allosteric
asd_2010_allligand_7_25.mdb	ASD00150001	ASD03610000	Nc1ncnc2c1ncn2C3O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]3O	allosteric
asd_2010_allligand_7_25.mdb	ASD00870006	ASD03610000	Nc1ncnc2c1ncn2[C@H]3O[C@@H](COP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]3O	allosteric
asd_2010_allligand_7_25.mdb	ASD01660004	ASD03610000	Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C4OC5(OC34)C(C=C(C=C5[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	allosteric
asd_2010_allligand_7_25.mdb	ASD03610001	ASD03610000	Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)C4OC5(OC34)C(C=C(C=C5[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	allosteric
asd_2010_allligand_7_25.mdb	ASD01030001	ASD01030000	CCCCCCCCC(CCCCCCCCC(=O)O)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030002	ASD01030000	CCCCCCCCC(O)C(CCCCCCCC(=O)O)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030003	ASD01030000	CCCCCCCCCC(CCCCCCCC)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030004	ASD01030000	CCCCCCC(C\C=C/CCCCCCCC(=O)O)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030005	ASD01030000	CCCCCCC(C\C=C\CCCCCCCC(=O)O)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030007	ASD01030000	CCCCCCCCCCCCOS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030008	ASD01030000	CCCCCCCCCCCCS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030009	ASD01030000	OS(=O)(=O)Oc1ccc(cc1)[N+](=O)[O-]	allosteric
asd_2010_allligand_7_25.mdb	ASD01030010	ASD01030000	CC(CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030011	ASD01030000	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030012	ASD01030000	C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CCC2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030013	ASD01030000	O[C@H](COS(=O)(=O)O)[C@H](O)[C@H](O)[C@@H](O)C=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030014	ASD01030000	OC[C@H](O)[C@H]1OC(=O)C(=C1O)OS(=O)(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030015	ASD01030000	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](OS(=O)(=O)O)[C@@H]1O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030016	ASD01030000	CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030017	ASD01030000	CCOP(=O)(OCC)C=C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030018	ASD01030000	CCOP(=O)(OCC)C(=O)c1ccccc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01030019	ASD01030000	CCC(CC)P(=O)(O)OC1CC1	allosteric
asd_2010_allligand_7_25.mdb	ASD01030020	ASD01030000	CCOP(=O)(C\C=C\c1ccccc1)OCC	allosteric
asd_2010_allligand_7_25.mdb	ASD01030021	ASD01030000	CCOP(=O)(Cc1ccc(C)cc1)OCC	allosteric
asd_2010_allligand_7_25.mdb	ASD01030022	ASD01030000	CCOP(=O)(CC=C)OCC	allosteric
asd_2010_allligand_7_25.mdb	ASD01030023	ASD01030000	CCCCCCCCOP(=O)(OCCCCCCCC)c1ccccc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01030024	ASD01030000	OP(=O)(OCc1ccccc1)OCc2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01030025	ASD01030000	CCCCCC(=O)CP(=O)(OC)OC	allosteric
asd_2010_allligand_7_25.mdb	ASD01030026	ASD01030000	CCOP(=O)(OCC)C(O)C(F)(F)F	allosteric
asd_2010_allligand_7_25.mdb	ASD01030027	ASD01030000	CCOP(=O)(CSCC)OCC	allosteric
asd_2010_allligand_7_25.mdb	ASD01030028	ASD01030000	CC(C)CCCC(C)CCCC(C)C[C@@H](O)P(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030029	ASD01030000	CCCCCCCCCCCCP(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01030030	ASD01030000	CC(=CCC\C(=C\COP(=O)(O)OP(=O)(O)O)\C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030031	ASD01030000	CC(=CCC\C(=C\CC\C(=C\COP(=O)(O)OP(=O)(O)O)\C)\C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030032	ASD01030000	CC(=CCC\C(=C\CC\C(=C\CC\C(=C\COP(=O)(O)OP(=O)(O)O)\C)\C)\C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01030033	ASD01030000	CC(=CCC\C(=C\CC\C(=C\COP(=O)(O)O)\C)\C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD00060001	ASD00060000	OC(=O)\C=C(\CCc1ccc(Cl)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060002	ASD00060000	OC(=O)\C=C(\CCc1cccc(Cl)c1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060003	ASD00060000	OC(=O)\C=C(\CCc1ccc(F)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060004	ASD00060000	OC(=O)\C=C(\CCc1ccc(Br)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060005	ASD00060000	OC(=O)\C=C(\CCc1ccc(cc1)C(F)(F)F)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060006	ASD00060000	OC(=O)\C=C(\CCc1ccc(Cl)c(Cl)c1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060007	ASD00060000	OC(=O)\C=C(\CCc1ccc(Cl)cc1Cl)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060008	ASD00060000	OC(=O)\C=C(\CCc1ccc(Br)cc1F)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060009	ASD00060000	CCc1ccc(CC\C(=C\C(=O)O)\c2ccccc2)cc1	allosteric
asd_2010_allligand_7_25.mdb	ASD00060010	ASD00060000	OC(=O)\C=C(\CCc1ccc(cc1)c2ccccc2)/c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060011	ASD00060000	OC(=O)\C=C(\CCc1ccc2ccccc2c1)/c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060012	ASD00060000	OC(=O)\C=C(\CCc1c[nH]c2ccccc12)/c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060013	ASD00060000	OC(=O)\C=C(/CCc1c[nH]c2ccccc12)\c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060014	ASD00060000	OC(=O)\C=C(\COc1ccc(Cl)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060015	ASD00060000	OC(=O)\C=C(\CSc1ccc(Cl)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060016	ASD00060000	OC(=O)\C=C(\c1oc2ccc(Cl)cc2c1)/c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060017	ASD00060000	Cc1ccc2oc(cc2c1)\C(=C\C(=O)O)\c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060018	ASD00060000	OC(=O)\C=C(/c1ccccc1)\c2cc3cc(Cl)ccc3s2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060019	ASD00060000	OC(=O)CC(c1oc2ccc(Cl)cc2c1)c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060020	ASD00060000	Cc1ccc2oc(cc2c1)C(CC(=O)O)c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00060021	ASD00060000	OC(=O)\C=C/1\C(Cc2ccc(Cl)cc2)Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD00060022	ASD00060000	OC(=O)CSC(CC(=O)c1ccc(Cl)cc1)c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD00060023	ASD00060000	O=C1NC=C2N1c3ccccc3NC2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD00060024	ASD00060000	COc1ccc(CC(C(=O)O)c2ccccc2)cc1	allosteric
asd_2010_allligand_7_25.mdb	ASD00060025	ASD00060000	OC(=O)C(Cc1ccc(O)cc1)c2ccc3ccccc3c2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480002	ASD00060000	COC(=O)CSC(CC(=O)c1ccc(Cl)cc1)c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480003	ASD00060000	OC(=O)CSC(CC(=O)c1ccc(Cl)c(Cl)c1)c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480004	ASD00060000	OC(=O)CSC(CC(=O)c1cccc(Cl)c1)c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480005	ASD00060000	OC(=O)CSC(CC(=O)c1ccc(Cl)c(Cl)c1)c2ccc(Cl)cc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480006	ASD00060000	OC(=O)\C=C(\CC(=O)c1ccc(Cl)cc1)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02480007	ASD00060000	OC(=O)\C=C(\CC(=O)c1ccc(Br)cc1F)/c2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD02180001	ASD02180000	OC(=O)C(=O)Cc1c[nH]c2ccccc12	allosteric
asd_2010_allligand_7_25.mdb	ASD02180002	ASD02180000	OC(=O)C(=O)Cc1ccccc1	allosteric
asd_2010_allligand_7_25.mdb	ASD02180003	ASD02180000	OC(=O)C(=O)CCCc1ccccc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01810001	ASD01830000	O=C1CCc2cc3CNCCc3c4c5ccccc5n1c24	allosteric
asd_2010_allligand_7_25.mdb	ASD01810002	ASD01830000	COc1cccc2c1c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810003	ASD01830000	Oc1cccc2c1c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810004	ASD01830000	Clc1cccc2c1c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810005	ASD01830000	COC(=O)c1cccc2c1c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810006	ASD01830000	Cc1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810007	ASD01830000	COc1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810008	ASD01830000	Oc1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810009	ASD01830000	Clc1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810010	ASD01830000	OC(=O)c1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810011	ASD01830000	COC(=O)c1ccc2c(c1)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810012	ASD01830000	O=C(N1CCOCC1)c2ccc3c(c2)c4c5CCNCc5cc6CCC(=O)n3c46	allosteric
asd_2010_allligand_7_25.mdb	ASD01810013	ASD01830000	O=C1CCc2cc3CNCCc3c4c5cc(CN6CCOCC6)ccc5n1c24	allosteric
asd_2010_allligand_7_25.mdb	ASD01810014	ASD01830000	COc1ccc2c3c4CCNCc4cc5CCC(=O)n(c2c1)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810015	ASD01830000	Oc1ccc2c3c4CCNCc4cc5CCC(=O)n(c2c1)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810016	ASD01830000	Clc1ccc2c3c4CCNCc4cc5CCC(=O)n(c2c1)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810017	ASD01830000	COC(=O)c1ccc2c3c4CCNCc4cc5CCC(=O)n(c2c1)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810018	ASD01830000	O=C1CCc2cc3CNCCc3c4c5ccc(cc5n1c24)C#N	allosteric
asd_2010_allligand_7_25.mdb	ASD01810020	ASD01830000	Oc1cccc2c3c4CCNCc4cc5CCC(=O)n(c12)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810021	ASD01830000	COc1cc2c3c4CCNCc4cc5CCC(=O)n(c2cc1OC)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810022	ASD01830000	O=C1CCc2cc3CNCCc3c4c5cc6OCOc6cc5n1c24	allosteric
asd_2010_allligand_7_25.mdb	ASD01810023	ASD01830000	COc1cc2c(c(OC)c1OC)c3c4CCNCc4cc5CCC(=O)n2c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810024	ASD01830000	COC(=O)c1c2CNCCc2c3c4cc(OC)c(OC)cc4n5C(=O)CCc1c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810025	ASD01830000	COc1cc2c3c4CCNCc4c(COC(=O)C)c5CCC(=O)n(c2cc1OC)c35	allosteric
asd_2010_allligand_7_25.mdb	ASD01810026	ASD01830000	COc1cccc2c1c3c4CCNCc4cc5c3n2C(=O)CC5(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01810027	ASD01830000	CC1(C)CC(=O)n2c3cccc(O)c3c4c5CCNCc5cc1c24	allosteric
asd_2010_allligand_7_25.mdb	ASD01810028	ASD01830000	O=C1CCc2cc3CCNCc3c4c5ccccc5n1c24	allosteric
