SourceTag	ligandid	proteinid	Canonical_Smiles	typeofbinding
asd_2010_allligand_7_25.mdb	ASD02040009	ASD02040000	NC1=NC(=O)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2N1	allosteric
asd_2010_allligand_7_25.mdb	ASD02040010	ASD02040000	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)n2cnc3C(=O)N=CNc23	allosteric
asd_2010_allligand_7_25.mdb	ASD02040012	ASD02040000	CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n2cnc3C(=O)NC(=Nc23)N	allosteric
asd_2010_allligand_7_25.mdb	ASD02040013	ASD02040000	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)n2cnc3C(=O)NC(=O)Nc23	allosteric
asd_2010_allligand_7_25.mdb	ASD02040015	ASD02040000	CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)C(=O)NC1=O	allosteric
asd_2010_allligand_7_25.mdb	ASD02040017	ASD02040000	CN1CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)C3=C1C(=O)NC(=N3)N	allosteric
asd_2010_allligand_7_25.mdb	ASD00030001	ASD02100000	Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O	allosteric
asd_2010_allligand_7_25.mdb	ASD00240001	ASD02100000	NCCCCN	allosteric
asd_2010_allligand_7_25.mdb	ASD01240008	ASD02100000	OP(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD00490001	ASD02100000	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(=O)(O)O)N2C=CC(=O)NC2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD00860002	ASD02100000	NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O	allosteric
asd_2010_allligand_7_25.mdb	ASD00860008	ASD02100000	NC1=Nc2c(ncn2[C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)C(=O)N1	allosteric
asd_2010_allligand_7_25.mdb	ASD02100003	ASD02100000	NC(=O)OP(=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD02100005	ASD02100000	NCCCCNCCCN	allosteric
asd_2010_allligand_7_25.mdb	ASD02100009	ASD02100000	O[As](=O)(O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD02100010	ASD02100000	N[C@@H](CCCNC(=O)N)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03030001	ASD03030000	CN(C)C[C@H](O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD03030002	ASD03030000	CN(C)C[C@@H](O)Cn1c2ccc(Br)cc2c3cc(Br)ccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD03030003	ASD03030000	CN(C)CC(O)Cn1c2ccc(Cl)cc2c3cc(Cl)ccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD03030004	ASD03030000	OCC(O)Cn1c2ccc(Cl)cc2c3cc(Cl)ccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD03030005	ASD03030000	CN(C)CC(O)Cn1c2ccccc2c3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD03030006	ASD03030000	CN(C)CC(O)Cn1c2ccccc2c3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD00100001	ASD00100000	CCCCCCCC\C=C/CCCCCCCC(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD03370001	ASD03370000	CC1(C)SC2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03370002	ASD03370000	CC1(C)SC2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03370003	ASD03370000	CC1(C)SC2[C@H](NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03370004	ASD03370000	CC1(C)SC2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2C1C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD03370005	ASD03370000	Cc1onc(c2ccccc2)c1C(=O)N[C@H]3C4SC(C)(C)C(N4C3=O)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01470001	ASD01470000	CCC(C)[C@@H](NC(=O)[C@@H](CCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)CCCCCCCCCCCCCCC(=O)N[C@H](CO)C(=O)N[C@H](C(C)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(=O)N[C@H](C(C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01470002	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N	allosteric
asd_2010_allligand_7_25.mdb	ASD01470003	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)NCCc2ccccc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470004	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)NCCc2cccc(O)c2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470005	ASD01470000	COc1cccc(CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(C)O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470006	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)NCCc2ccc(O)cc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470007	ASD01470000	COc1ccc(CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(C)O)cc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470008	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)NCCc2ccc(O)c(O)c2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470009	ASD01470000	COc1ccc(CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)C(C)O)cc1OC	allosteric
asd_2010_allligand_7_25.mdb	ASD01470010	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)O)C(=O)NCCc2ccc(N)cc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470011	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O)C(=O)NCCc2ccc(Oc3ccccc3)cc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470012	ASD01470000	CC(C)C[C@H](NC(=O)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O)C(=O)NCCc2ccc(Oc3ccc(O)cc3)cc2	allosteric
asd_2010_allligand_7_25.mdb	ASD01470013	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)O)[C@@H]1Cc6ccccc6	allosteric
asd_2010_allligand_7_25.mdb	ASD01470014	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(O)c5)[C@@H]1Cc6ccccc6	allosteric
asd_2010_allligand_7_25.mdb	ASD01470015	ASD01470000	CC(O)c1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470016	ASD01470000	COC(=O)c1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470018	ASD01470000	NC(=O)c1cc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)ccc1F	allosteric
asd_2010_allligand_7_25.mdb	ASD01470019	ASD01470000	Nc1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470020	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470021	ASD01470000	Nc1cc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)ccc1F	allosteric
asd_2010_allligand_7_25.mdb	ASD01470022	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1F	allosteric
asd_2010_allligand_7_25.mdb	ASD01470023	ASD01470000	Cc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1N	allosteric
asd_2010_allligand_7_25.mdb	ASD01470024	ASD01470000	CN(C)c1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470025	ASD01470000	CNc1cccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)c1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470026	ASD01470000	CNc1cc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)ccc1F	allosteric
asd_2010_allligand_7_25.mdb	ASD01470027	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(Cn6cccn6)c5)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470028	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(Cn6cncn6)c5)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470029	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(Cn6ccnn6)c5)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470030	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(Cn6nccn6)c5)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470031	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1n7cccn7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470032	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1n7cncn7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470033	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1n7ccnn7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470034	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1n7nccn7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470035	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(Cc6nc[nH]n6)c5)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470036	ASD01470000	Nc1ccc(CN2[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@@H](Cc4ccccc4)N(Cc5ccc6[nH]ncc6c5)C2=O)cc1c7cc[nH]n7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470037	ASD01470000	Cc1ccc(NC(=O)c2cccc(CN3[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@@H](Cc5ccccc5)N(Cc6ccc7[nH]ncc7c6)C3=O)c2)nc1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470038	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Nc6ccccn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470039	ASD01470000	Cc1cccc(NC(=O)c2cccc(CN3[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@@H](Cc5ccccc5)N(Cc6ccc7[nH]ncc7c6)C3=O)c2)n1	allosteric
asd_2010_allligand_7_25.mdb	ASD01470040	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)NC6NCCS6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470041	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cc6ccccn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470042	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cc6cccs6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470043	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cn6cccn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470044	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cn6nccn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470045	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cn6ccnn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470046	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(c5)C(=O)Cn6cncn6)[C@@H]1Cc7ccccc7	allosteric
asd_2010_allligand_7_25.mdb	ASD01470047	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5cccc(CNc6nc7ccccc7[nH]6)c5)[C@@H]1Cc8ccccc8	allosteric
asd_2010_allligand_7_25.mdb	ASD01470048	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5ccc(F)c(CNc6nc7ccccc7[nH]6)c5)[C@@H]1Cc8ccccc8	allosteric
asd_2010_allligand_7_25.mdb	ASD01470049	ASD01470000	O[C@@H]1[C@@H](O)[C@@H](Cc2ccccc2)N(Cc3ccc4[nH]ncc4c3)C(=O)N(Cc5ccc(F)c(CNc6nc7ccccc7s6)c5)[C@@H]1Cc8ccccc8	allosteric
asd_2010_allligand_7_25.mdb	ASD00530001	ASD00540000	Fc1ccc2[nH]c(cc2c1)C(=O)NCCS	allosteric
asd_2010_allligand_7_25.mdb	ASD00530002	ASD00540000	SCCNC(=O)COc1ccc(Cl)cc1Cl	allosteric
asd_2010_allligand_7_25.mdb	ASD00820001	ASD00820000	CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3	allosteric
asd_2010_allligand_7_25.mdb	ASD00150001	ASD01660000	Nc1ncnc2c1ncn2C3O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]3O	allosteric
asd_2010_allligand_7_25.mdb	ASD01660001	ASD01660000	[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]	allosteric
asd_2010_allligand_7_25.mdb	ASD01660003	ASD01660000	C[C@H](O)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@@H](Cc5ccccc5)NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@@H](CC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@@H](NC(=O)[C@@H](CO)NC1=O)C(=O)O)NC(=O)CNC(=O)[C@H](C)N)C(C)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01660004	ASD01660000	Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C4OC5(OC34)C(C=C(C=C5[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	allosteric
asd_2010_allligand_7_25.mdb	ASD00080001	ASD00080000	CC(C)C[C@H](N)C(=O)NC(CO)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)O	allosteric
asd_2010_allligand_7_25.mdb	ASD01420001	ASD01420000	CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC1=O)C(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01870001	ASD01870000	CCOC(=O)C12CC1C(=O)c3ccccc3O2	allosteric
asd_2010_allligand_7_25.mdb	ASD01870002	ASD01870000	CCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870003	ASD01870000	CCCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870004	ASD01870000	CCCCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870005	ASD01870000	CCCCCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870006	ASD01870000	CC(C)(C)OC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870007	ASD01870000	CCOC(=O)NC(=O)C1c2ccccc2Oc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870008	ASD01870000	CCCOC(=O)NC(=O)C1c2ccccc2Oc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870010	ASD01870000	CCCCOC(=O)NC(=O)C1c2ccccc2Sc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870011	ASD01870000	CCOC(=O)NC(=O)C1c2ccccc2Sc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870012	ASD01870000	CCCCSC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870013	ASD01870000	FC(F)(F)COC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870014	ASD01870000	O=C(NC(=O)C1c2ccccc2Oc3ccccc13)OCC4CC4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870015	ASD01870000	C=CCCCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870016	ASD01870000	O=C(NC(=O)C1c2ccccc2Cc3ccccc13)OCC4CC4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870017	ASD01870000	C=CCOC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870018	ASD01870000	CCNC(=O)NC(=O)C1c2ccccc2Cc3ccccc13	allosteric
asd_2010_allligand_7_25.mdb	ASD01870019	ASD01870000	O=C(NC(=O)C1c2ccccc2Cc3ccccc13)OCc4ccccc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870020	ASD01870000	COCC(=O)[C@]12C[C@H]1\C(=N/O)\c3ccccc3O2	allosteric
asd_2010_allligand_7_25.mdb	ASD01870021	ASD01870000	C=C1CC2COC(=C)C2(Cc3ccc4ccccc4c3)C1	allosteric
asd_2010_allligand_7_25.mdb	ASD01870022	ASD01870000	CN(C1CCCCC1)C(=C)C2=C(C)N3C(Nc4ccc(N)cc34)S2	allosteric
asd_2010_allligand_7_25.mdb	ASD01870023	ASD01870000	O=C(NC12CC3CC(CC(C3)C1)C2)C4CNc5ccccc5N4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870024	ASD01870000	CCc1cc(C#N)c(cc1N)N2CCc3ccccc3CC2	allosteric
asd_2010_allligand_7_25.mdb	ASD01870025	ASD01870000	COc1ccc(cc1)C2ON(C(C)C=C2C)S(=O)(=O)c3ccc(NC(=O)C)cc3	allosteric
asd_2010_allligand_7_25.mdb	ASD01870026	ASD01870000	OCCSc1cc(NC2Cc3ccccc3C2)c4CCCCc4n1	allosteric
asd_2010_allligand_7_25.mdb	ASD01870027	ASD01870000	CCCOC(=O)c1[nH]c(C)c(C(=O)OC(C)C(C)(C)C)c1C	allosteric
asd_2010_allligand_7_25.mdb	ASD01870028	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccccc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870029	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(C)cc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870030	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccccc4O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870031	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(F)cc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870032	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(Cl)cc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870033	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(Br)cc4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870034	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(cc4)C(F)(F)F	allosteric
asd_2010_allligand_7_25.mdb	ASD01870035	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(C)cc4C	allosteric
asd_2010_allligand_7_25.mdb	ASD01870036	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(Cl)cc4Cl	allosteric
asd_2010_allligand_7_25.mdb	ASD01870037	ASD01870000	COc1ccc(cn1)N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870038	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc5cc[nH]c5c4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870039	ASD01870000	CCc1ccccc1N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870040	ASD01870000	CCc1cccc(c1)N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870041	ASD01870000	CCc1ccc(cc1)N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870042	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(Cc4ccccc4)C=Nc3c12	allosteric
asd_2010_allligand_7_25.mdb	ASD01870043	ASD01870000	CCCc1ccc(cc1)N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870044	ASD01870000	CC(C)c1ccc(cc1)N2C=Nc3c(sc4nccc(N(C)C)c34)C2=O	allosteric
asd_2010_allligand_7_25.mdb	ASD01870045	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(cc4)C(C)(C)C	allosteric
asd_2010_allligand_7_25.mdb	ASD01870046	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)c4ccc(cc4)C5CC5	allosteric
asd_2010_allligand_7_25.mdb	ASD01870047	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)C4CC4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870048	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)C4CCC4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870049	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)C4CCCC4	allosteric
asd_2010_allligand_7_25.mdb	ASD01870050	ASD01870000	CN(C)c1ccnc2sc3C(=O)N(C=Nc3c12)C4CCCCC4	allosteric
