BindingDB	Canonical_Smiles	IC50	PubChem
50083749	N1(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(C([H])([H])N([H])C(=O)[C@@]([H])(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])n2)N([H])S(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])(=O)=O)=O)[C@@]1([H])O[H])C(N([H])[H])=[N+]([H])[H]	20.5	44343994
50054493	S(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(=O)(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[C@]3([H])C(N([H])[H])=[N+]([H])[H])[C@]3([H])O[H])C2=O	20.6	44359730
50054484	S(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(=O)(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])=O)C2=O	20.6	9891337
50073429	N1(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])S(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])(=O)=O)C2=O)[C@@]1([H])O[H])C(N([H])[H])=[N+]([H])[H]	20.6	9913055
50076074	N1(C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C([H])([H])N(C([H])=C([H])C([H])=C2N([H])S(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])(=O)=O)C2=O)[C@@]1([H])O[H])C(N([H])[H])=[N+]([H])[H]	20.9	9890541
50374342	N1(C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])[N+]([H])=C(N([H])[H])N([H])[H])C1=O)C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[N+]([H])=C(N([H])[H])N([H])[H])C(c2sc([H])c([H])n2)=O	21	44453135
50304621	c1(Cl)c([H])c2c(c([H])c(S(=O)(=O)C([H])([H])[C@]([H])(O[H])C(N3C([H])([H])C([H])([H])C([H])(N4C(=O)n5c(c([H])nc5C([H])([H])[H])C4([H])[H])C([H])([H])C3([H])[H])=O)c([H])c2[H])c([H])c1[H]	21	46226806
98166	C1([H])=C([H])N(c2c([H])c([H])c(N(C([H])([H])[C@]3([H])C([H])([H])N([H])C(=O)c4sc(Cl)c([H])c4[H])C(=O)O3)c([H])c2C([H])([H])[H])C(=O)C(C([H])([H])O[H])=C1[H]	21	25143687
50375040	c1(Cl)c([H])c2c(c([H])c(S(=O)(=O)C([H])([H])C([H])([H])C(=O)N3C([H])([H])C([H])([H])N(c4n5c(nc([H])c5[H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])c([H])c2[H])c([H])c1[H]	21	44450553
50296278	c1(C([H])([H])[H])c2c(c([H])c(C([H])([H])[H])o2)c([H])c(\N=C(/N([H])C#N)\N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3=O)c1[H]	21	45267299
50103678	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c2c([H])c([H])c(c([H])c2[H])N([H])C(C([H])([H])Oc(c([H])c([H])c([H])c3C(N([H])[H])=[N+]([H])[H])c3[H])=O	21	9823668
50249296	c1([H])c([H])c(C(=O)N([H])c2c(Cl)c([H])c([H])c([H])c2C(N([H])c3nc([H])c(Cl)c([H])c3[H])=O)c([H])c([H])c1C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H]	21	20747457
50114450	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2c3c([H])c([H])c([H])c([H])c3S(N([H])[H])(=O)=O)c([H])c2[H])c4c([H])c(c([H])c([H])c([H])c5[H])c5c([H])c4C(N([H])[H])=[N+]([H])[H]	21	44290033
50125034	N1(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)c2sc([H])c([H])n2)C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C1=O	21	44376700
50125007	N1(C([H])([H])C([H])([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)c2sc([H])c([H])n2)C(=O)C1([H])[H])C(=O)C([H])([H])c3c([H])c([H])c([H])c([H])c3[H]	21	44376077
50375038	N1(C(=O)C([H])([H])C([H])([H])S(=O)(=O)c(c([H])c2[H])c([H])c(c2c([H])c3Cl)c([H])c3[H])C([H])([H])C([H])([H])N(c4n5c(nc(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O[H])c5[H])c([H])c([H])c4[H])C([H])([H])C1([H])[H]	22	44450625
50358882	[C@]12([H])C([H])([H])[C@@]([H])(C([H])([H])N(C1([H])[H])C(=O)C([H])([H])N(C([H])([H])C([H])([H])C3([H])[H])C(=O)[C@@]3([H])N([H])S(=O)(=O)c4c([H])c([H])c5c(c([H])c([H])c(Cl)c5[H])c4[H])C([H])([H])[N+]([H])([H])C2([H])[H]	22	57394088
50296290	c1([H])c2c(c([H])c(C([H])([H])[H])o2)c([H])c(\N=C(/N([H])C#N)\N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N4[C@@]([H])(C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C4([H])[H])C3=O)c1[H]	22	45270733
50142102	c1(c([H])c(Cl)c([H])c([H])c1N([H])C(=O)c2c([H])c([H])c(c([H])c2[H])c(c([H])c([H])c([H])c3N4C([H])([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])C(=O)N([H])c5c([H])c([H])c(Cl)c([H])n5	22	44386268
50140441	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2C(N(C([H])([H])[H])C([H])([H])C([H])([H])[H])=[N+]([H])[H])c(F)c2[H])c3c([H])c4c(c([H])c([H])c([H])c4[H])c([H])c3F	22	44274282
50222078	C1([H])([H])C([H])([H])N(C(=O)C2([H])C([H])([H])C([H])([H])N(c3c([H])c([H])[n+]([H])c([H])c3[H])C([H])([H])C2([H])[H])C([H])([H])[C@]1([H])C([H])([H])N([H])S(=O)(\C([H])=C([H])\c4c([H])c([H])c(Br)s4)=O	22	11307226
50146534	S(=O)(=O)(c1c([H])c([H])c(c([H])c(Cl)c([H])c2[H])c2c1[H])N3C([H])([H])C([H])([H])N(C([H])([H])C3([H])[H])C(=O)c4sc5c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C5([H])[H])n4	22	11180045
50114492	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c(C([H])([H])N3C([H])([H])C([H])([H])Oc(c([H])c([H])c(c([H])c([H])nc4N([H])[H])c45)c5[H])c2C3=O	22	44290431
50140403	c1(c([H])c(C([H])([H])[H])nn1c2c([H])c([H])c(c([H])c(Cl)c([H])c3[H])c3c2[H])C(=O)N([H])c(c([H])c4[H])c([H])c([H])c4N5C([H])([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C5([H])[H]	22	44273389
50140407	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H])c(F)c2[H])c3c([H])c4c(c([H])c([H])c([H])c4[H])c([H])c3F	22	20595328
50149934	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c([H])c2C(=O)N([H])[C@]([H])(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Br)c([H])n3)C(=O)N4C([H])([H])C([H])([H])OC([H])([H])C4([H])[H]	22.9	10232711
50317104	c1(Cl)c([H])c2c(c([H])c(S(C([H])([H])[C@@]([H])(O[H])C(=O)N3C([H])([H])C([H])([H])C([H])(N4C(=O)N([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])(=O)=O)c([H])c2[H])c([H])c1[H]	23	46889240
50278804	c1([H])c(C(N([H])C([H])([H])[H])=[N+]([H])[H])c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2C(N([H])c3nc([H])c(Cl)c([H])c3[H])=O)c1[H]	23	18727969
50271214	c1(Cl)c([H])c2c(c([H])c(S(=O)(=O)C([H])([H])C([H])([H])C(N3C([H])([H])C([H])([H])C([H])(c4n5c(C([H])([H])C([H])([H])C([H])([H])C5([H])[H])nc4[H])C([H])([H])C3([H])[H])=O)c([H])c2[H])c([H])c1[H]	23	24882254
50140404	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2N3C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C3=O)c(F)c2[H])c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4S(C([H])([H])[H])(=O)=O	23	44273514
50142095	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c([H])c2C(=O)N([H])c3c([H])nc([H])c([H])c3C(=O)N([H])c4c([H])c([H])c(Cl)c([H])n4)c([H])c2[H]	23	18728140
50146538	S(=O)(=O)(c1c([H])c([H])c(c([H])c(Cl)c([H])c2[H])c2c1[H])N(C([H])([H])C([H])([H])N3C(=O)c4sc5c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C5([H])[H])n4)C([H])([H])[C@]3([H])C(=O)N([H])C([H])([H])C(N([H])[H])=O	23	44330969
50142109	c1(c([H])c(Cl)c([H])c([H])c1N([H])C(=O)c2c([H])c([H])c(c([H])c2[H])c(c([H])c([H])c([H])c3N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])C(=O)N([H])c5c([H])c([H])c(Cl)c([H])n5	23	44385556
50375041	N1(C(=O)C([H])([H])C([H])([H])S(=O)(=O)c(c([H])c2[H])c([H])c(c2c([H])c3Cl)c([H])c3[H])C([H])([H])C([H])([H])N(c4n5c(nc([H])c5N([H])C(=O)C([H])([H])[H])c([H])c([H])c4[H])C([H])([H])C1([H])[H]	24	44450552
50375045	N1(C(=O)C([H])([H])C([H])([H])S(=O)(=O)c(c([H])c2[H])c([H])c(c2c([H])c3Cl)c([H])c3[H])C([H])([H])C([H])([H])N(c4n5c(nc([H])c5[N+]([O-])=O)c([H])c([H])c4[H])C([H])([H])C1([H])[H]	24	44450560
50317106	c1(Cl)c([H])c2c(c([H])c(S(C([H])([H])[C@@]([H])(O[H])C(=O)N3C([H])([H])C([H])([H])C([H])(N4C(=O)N5[C@@]([H])(C([H])([H])C([H])([H])C5([H])[H])C4([H])[H])C([H])([H])C3([H])[H])(=O)=O)c([H])c2[H])c([H])c1[H]	24	46222669
50175081	[N+]([H])(=C([C@@]([H])(C#N)C(OC([H])([H])C([H])([H])[H])=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C1=O)c3c([H])c4c(oc(C([H])([H])[H])c4[H])c([H])c3[H]	24	90736583
50149967	C(=O)(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])C(=O)N([H])c2c([H])c([H])c(Cl)c([H])n2)N([H])C(=O)c(c([H])c3[H])c([H])c([H])c3C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H]	24	44393398
50146536	S(=O)(=O)(c1c([H])c([H])c(c([H])c(Cl)c([H])c2[H])c2c1[H])N(C([H])([H])C([H])([H])N3C(=O)c4sc5c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C5([H])[H])n4)C([H])([H])[C@]3([H])C(N([H])[H])=O	24	10030046
35287	c1([H])c(\N=C(/N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])\N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3=O)c([H])c([H])c(oc(C([H])([H])[H])c5[H])c15	24	44473071
50140444	n1(nnnc1C(=O)N([H])c(c([H])c([H])c2C(=[N+]([H])[H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(F)c2[H])c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4F	24	21366448
50144103	S(=O)(=O)(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(=O)c(c([H])c2[H])c([H])c([H])c2C(=[N+]([H])[H])N3C([H])([H])C([H])([H])C3([H])[H])c4c([H])c5c(c([H])c([H])c(Cl)c5[H])n4[H]	24	44305616
50114482	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c([H])c2C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])Oc(c([H])c([H])c([H])c3C(N([H])[H])=[N+]([H])[H])c3[H])c([H])c2[H]	24	9933581
50114443	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c2[H])c([H])c([H])c2c3c([H])c([H])c([H])c([H])c3S(N([H])[H])(=O)=O)c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4S(N([H])[H])(=O)=O	24	20595091
50114437	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2c3c([H])c([H])c([H])c([H])c3S(N([H])[H])(=O)=O)c([H])c2[H])c4c([H])c(c([H])c([H])c([H])c5[H])c5c([H])c4C(N([H])[H])=O	24	21366513
50149917	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c([H])c2C(=O)N([H])[C@@]([H])(C(OC([H])([H])[H])=O)C([H])([H])C(=O)N([H])c3c([H])c([H])c(Br)c([H])n3	24.700001	10166496
50278732	c1([H])c(C(N([H])N([H])[H])=[N+]([H])[H])c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2C(N([H])c3nc([H])c(Cl)c([H])c3[H])=O)c1[H]	25	44592401
50146532	S(=O)(=O)(c1c([H])c([H])c(c([H])c(Cl)c([H])c2[H])c2c1[H])N(C([H])([H])C([H])([H])N3C(=O)c4sc5c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C5([H])[H])n4)C([H])([H])[C@]3([H])C(=O)N([H])C([H])([H])C(=O)N6C([H])([H])C([H])([H])OC([H])([H])C6([H])[H]	25	44330970
35284	c1([H])c(\N=C(/N([H])[N+](=O)[O-])\N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2=O)c([H])c([H])c(oc(C([H])([H])[H])c4[H])c14	25	44473068
50123408	S(C([H])([H])[H])(=O)(=O)N(C([H])([H])c(c([H])c1[H])c([H])c([H])c1c(c([H])c([H])c([H])c2C(N([H])[H])=[N+]([H])[H])c2[H])c3c([H])c([H])c(c([H])c3[H])OC([H])(C([H])([H])C4([H])[H])C([H])([H])C([H])([H])N4C(C([H])([H])[H])=[N+]([H])[H]	25	44368377
50114493	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c(C([H])([H])N3[C@@]([H])(C([H])([H])[H])C([H])([H])Oc(c([H])c([H])c(c([H])c([H])nc4N([H])[H])c45)c5[H])c2C3=O	25	44290403
50144130	S(=O)(=O)(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(=O)c(c([H])c2[H])c([H])c([H])c2C(=[N+]([H])[H])N3C([H])([H])C([H])([H])C3([H])[H])c4c([H])c(c([H])c([H])c(Cl)c5[H])c5s4	25	44305701
50373924	c12c(C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C1([H])[H])nc(s2)C(=O)N([H])[C@@]3([H])[C@@]([H])(N([H])C(=O)c4c([H])c5c(c([H])c([H])c(Cl)c5[H])n4[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])([H])C(=O)[O-])C3([H])[H]	26	44455401
50142104	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c([H])c2C(=O)N([H])c3c([H])c([H])c([H])nc3C(=O)N([H])c4c([H])c([H])c(Cl)c([H])n4)c([H])c2[H]	26	18728139
50149971	C1(c2c([H])c([H])c(c([H])c2[H])C(=O)N([H])[C@]([H])(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Cl)c([H])n3)C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=NC([H])([H])C([H])([H])N1C([H])([H])[H]	26	44393351
13004	c1(N(C(=O)C([H])([H])OC2([H])[H])C2([H])[H])c([H])c([H])c(N3C([H])([H])[C@]([H])(C([H])([H])N([H])C(c4oc(Br)c([H])c4[H])=O)OC3=O)c([H])c1[H]	26	10161902
50157335	N1(C([H])([H])C([H])([H])c(c([H])c([H])c(OC([H])([H])C2(C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])c3c([H])c([H])[n+]([H])c([H])c3[H])C([O-])=O)c4[H])c4C1([H])[H])C(N([H])[H])=[N+]([H])[H]	26	9844392
50140391	c1(c([H])c(C([H])([H])[H])nn1c2c([H])c([H])c(c([H])c(Cl)c([H])c3[H])c3c2[H])C(=O)N([H])c(c([H])c([H])c4c5c([H])c([H])c([H])c([H])c5C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H])c([H])c4[H]	26	44273679
50149947	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c([H])c2C(=O)N([H])[C@]([H])(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Br)c([H])n3)C(=O)N4C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C4([H])[H]	26.5	10122004
50149914	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c(c([H])c2[H])c([H])c([H])c2C(=O)N([H])[C@]([H])(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Br)c([H])n3)C(=O)N([H])c4c([H])c([H])c([H])c([H])c4[H]	26.5	10211260
50130063	S(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(=O)(=O)N([H])[C@]([H])(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C(=O)N([H])[C@@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)c4sc([H])c([H])n4	27	10078364
50338332	C1([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c(nc(C(N([H])[C@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])N([H])C(c3sc(Cl)c([H])c3[H])=O)=O)s4)c14	27	53321019
50296277	c1(Cl)c2c(c([H])c(C([H])([H])[H])o2)c([H])c(\N=C(/N([H])C#N)\N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C3=O)c1[H]	27	45273320
50146531	S(=O)(=O)(c1c([H])c([H])c(c([H])c(Cl)c([H])c2[H])c2c1[H])N(C([H])([H])C([H])([H])N3C(=O)c4sc5c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C5([H])[H])n4)C([H])([H])[C@]3([H])C(N([H])C([H])([H])[H])=O	27	10256934
50083984	S(C([H])([H])C([H])([H])c1c([H])c([H])c([H])c(c([H])c([H])c([H])c2[H])c12)(=O)(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])=O	27	44287628
50144088	S(=O)(=O)(N(C([H])([H])C([H])([H])N1C(=O)c2c([H])c([H])c(c([H])c2[H])C3=NC([H])([H])C([H])([H])N3C([H])([H])[H])C([H])([H])[C@]1([H])C(OC([H])([H])[H])=O)c4c([H])c5c(c([H])c([H])c(Cl)c5[H])n4[H]	27	44305576
50144098	S(=O)(=O)(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(=O)c2c([H])c([H])c(c([H])c2[H])C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])[H])c3c([H])c(c([H])c([H])c(Cl)c4[H])c4s3	27	10097126
50144131	S(=O)(=O)(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C(=O)c2c([H])c([H])c(c([H])c2[H])C(N(C([H])([H])[H])C([H])([H])C([H])([H])[H])=[N+]([H])[H])c3c([H])c4c(c([H])c([H])c(Cl)c4[H])n3[H]	27	44305618
50114451	n1(c2c([H])c3c(c([H])c([H])c([H])c3[H])c([H])c2F)nc(C(F)(F)F)c([H])c1C(=O)N([H])c(c([H])c([H])c4c5c([H])c([H])c([H])c([H])c5S(N([H])[H])(=O)=O)c([H])c4[H]	27	21366566
50140376	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3=O)c(F)c2[H])c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4S(C([H])([H])[H])(=O)=O	27	44274019
50374360	N([H])(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])C(c2sc([H])c([H])n2)=O)C(=O)[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[N+]([H])=C(N([H])[H])N([H])[H])N([H])S(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])(=O)=O	28	44453593
50373934	c12c(C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C1([H])[H])nc(s2)C(=O)N([H])[C@@]3([H])[C@@]([H])(N([H])C(=O)c4c([H])c5c(c([H])c([H])c(Cl)c5[H])n4[H])C([H])([H])C([H])([H])N(S(=O)(=O)C([H])([H])[H])C3([H])[H]	28	44455079
50140428	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2C(=[N+]([H])[H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(F)c2[H])c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4S(C([H])([H])[H])(=O)=O	28	20595268
50083983	S(C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(=O)(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C(=O)N([H])C([H])([H])C(=O)N([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])C([H])=O	28	44287629
50296292	c1([H])c2c(c([H])c(C([H])([H])[H])o2)c([H])c(\N=C(/N([H])C#N)\N([H])[C@@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N4[C@@]([H])(C([H])([H])N([H])C(C([H])([H])[H])=O)C([H])([H])C([H])([H])C4([H])[H])C3=O)c1[H]	28	45269847
50317093	c1(Cl)c([H])c2c(c([H])c(S(C([H])([H])[C@@]([H])(O[H])C(=O)N3C([H])([H])C([H])([H])C([H])(N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4=O)C([H])([H])C3([H])[H])(=O)=O)c([H])c2[H])c([H])c1[H]	28	46888835
35290	c1([H])c(\N=C(/N([H])C(=O)N([H])[H])\N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C(=O)N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C2=O)c([H])c([H])c(oc(C([H])([H])[H])c4[H])c14	28	44473074
50149964	C1(c2c([H])c([H])c(c([H])c2[H])C(=O)N([H])[C@@]([H])(C([H])([H])C(=O)N([H])c3c([H])c([H])c(Cl)c([H])n3)C(=O)N4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])=NC([H])([H])C([H])([H])N1C([H])([H])[H]	28	44393385
50122475	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c2c([H])c([H])c(c([H])c2[H])N([H])C(=O)\C(\F)=C(\C([H])([H])[H])/c3c([H])c([H])c([H])c(c3[H])C(N([H])[H])=[N+]([H])N([H])C([H])([H])[H]	28	10050878
50358251	c1(OC([H])([H])[H])c([H])c([H])c(C(N([H])c2c(N([H])C(=O)c3c([H])c([H])c(N4C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3[H])c(O[C@@]5([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(C([O-])=O)O5)c([H])c([H])c2[H])=O)c([H])c1[H]	28.6	10168444
50081089	N1(C([H])([H])C(=O)N([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])N2C(N([H])[H])=[N+]([H])[H])[C@@]2([H])O[H])c3c(c([H])c([H])c(OC([H])([H])[H])c3[H])C([H])([H])C([H])([H])[C@]([H])(N([H])S(C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])(=O)=O)C1=O	28.9	44320397
50375046	N1(C(=O)C([H])([H])C([H])([H])S(=O)(=O)c(c([H])c2[H])c([H])c(c2c([H])c3Cl)c([H])c3[H])C([H])([H])C([H])([H])N(c4n5c(nc([H])c5C([H])([H])O[H])c([H])c([H])c4[H])C([H])([H])C1([H])[H]	29	44450559
50340869	c1(N([H])C(=O)c(s2)nc(c2C3([H])[H])C([H])([H])C([H])([H])[N@+]3([H])C([H])([H])[H])c([H])c(O[C@@]([H])(C([H])([H])[H])C(=O)OC([H])([H])[H])c([H])c([H])c1N([H])C(c4c([H])c5c(c([H])c([H])c(Cl)c5[H])n4[H])=O	29	54587186
50140378	n1(nc(C([H])([H])[H])c([H])c1C(=O)N([H])c(c([H])c([H])c2c3c([H])c([H])c([H])c([H])c3S(N([H])[H])(=O)=O)c(F)c2[H])c4c([H])c5c(c([H])c([H])c([H])c5[H])c([H])c4F	29	9892818
50122465	c1(O[H])c(c([H])c(O[H])n1c2c([H])c([H])c(c([H])c2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])c3c([H])c([H])c([H])c(c3[H])C(N([H])[H])=[N+]([H])[H]	29	91932165
50149972	S(N([H])[H])(=O)(=O)c1c([H])c([H])c([H])c([H])c1c2c([H])c([H])c(c([H])c2[H])C(N([H])C([H])([H])C([H])([H])C(=O)N([H])c3c([H])c([H])c(c([H])c3[H])Br)=O	29	10228885
13010	c1(N(C(=O)C([H])([H])OC2([H])[H])C2([H])[H])c([H])c([H])c(N3C([H])([H])[C@]([H])(C([H])([H])N([H])C(c4nc([H])c(Cl)c([H])c4[H])=O)OC3=O)c([H])c1[H]	29	11718954
