BindingDB	Canonical_Smiles	IC50	PubChem 
50156849	S(C)c1nc(c(n1CC(O)C)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	8692	11188783
50015839	Clc1c(NCc2[nH]c(c(n2)C=2C=Cc3n(ncn3)C=2)-c2nc(ccc2)C)cccc1Cl	8640	54766321
50138265	Clc1cccc(Cl)c1N1c2c(cc(NC(=O)c3ccccc3)cc2)CNC1=O	8500	44346221
50156838	S(C)c1nc(c(n1CCOCCO)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	8479	11407773
15724	O(C)c1ccccc1-n1ncc(C(=O)c2ccccc2)c1N	8380	11580175
15730	Fc1ccc(-n2ncc(C(=O)c3ccc(cc3)C#N)c2N)cc1	8380	11716469
50305719	Clc1cc(Cl)ccc1SC=1C=Cc2n(C=1)c(nn2)C(C)C	8240	46226973
15435	s1cccc1-c1[nH]c(c(n1)-c1cc2N(C)C(=O)N(c2cc1)C)-c1ccc(cc1)CC	8000	23581665
17733	O(C(=O)N(c1cc(ccc1)-c1ccccc1)c1nc(ncc1)Nc1ccc(N2CC[NH+](CC2)C)cc1)c1c(cccc1C)C	8000	11842850
50148711	Fc1cc(F)ccc1Nc1ncc(cc1)C(=O)c1cc(ccc1OC)C#CC([NH3+])(C)C	8000	10180494
50148715	Clc1cc2nc([nH]c2cc1C(=O)c1ccc(nc1)Nc1ccc(F)cc1F)C	8000	10135526
50326198	FC(F)(F)c1cc(ccc1)C(=O)Nc1cc(C)c(Oc2ncccc2-c2nc(ncc2)NC)cc1	8000	46929544
50391140	s1c(c(nc1NCc1cc(OC)cc(OC)c1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	7990	70689069
50415616	Clc1cc2c(cc1OC)CCN=C2c1cc(Cl)c(Cl)cc1	7943.28	44138048
50415620	Clc1cc2c(cc1OC)CCN=C2c1cc(Cl)ccc1	7943.28	44138049
50148672	n1ccccc1-c1nn2c(CCC2)c1-c1c2c(ncc1)cccc2	7900	23546124
50015729	[nH]1c(c(nc1CNc1ccc(cc1)C#N)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	7810	54771538
50315868	Fc1ccc(cc1)CN(C(=O)c1cc2c(cc1)cccc2)c1cc([nH+]cc1)N[C@H](C)c1ccccc1	7800	46886476
50132982	[nH]1nc(c(c1)-c1ncccc1)-c1c2c(ncc1)cccc2	7700	11119216
50392150	O(C)c1ccccc1Nc1cc2c(cc1)C(=O)c1cc(OC)ccc1CC2	7600	45280467
50425361	Fc1cc(F)ccc1Nc1cc2c(cc1)C(=O)c1cc(ccc1CC2)C(=O)N[C@H](C)C1CCCCC1	7600	71546016
50315876	S(=O)(=O)(N(Cc1ccc(F)cc1)c1cc([nH+]cc1)N[C@@H](C)c1ccccc1)c1cc2c(cc1)cccc2	7540	46886530
50392162	Clc1ccccc1Nc1cc2c(cc1)C(=O)c1cc(O)ccc1CC2	7500	45279908
50374625	O(C)c1cc(Nc2nc3-n4c5c(nc4N(c4c(cccc4C)C)C(=O)c3cn2)cccc5)ccc1N1CC[NH+](CC1)C	7500	11421633
50305702	S(c1ccc(F)cc1F)C=1C=Cc2n(C=1)c(nn2)-c1cc(ccc1)C(=O)[O-]	7420	11703664
50391161	s1c(c(nc1NCc1cc(OC(F)(F)F)ccc1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	7390	70689058
50305728	Fc1cc(cc(F)c1)CC(=O)C=1C=Cc2n(C=1)c(nn2)C(C)C	7370	46225363
50156843	S(C)c1nc(c(n1CCNC(=O)C)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	7290	11373706
50184872	O1CCC(NC(=O)c2ccc(cc2)-c2nccc(c2)-c2c[nH]nc2-c2ncccc2)CC1	7280	10202642
50391150	s1c(c(nc1NCc1cccc(F)c1F)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	7200	70697384
25996	o1c(nnc1C)-c1cc(-c2ccc(cc2)C(=O)NCCCO)c(cc1)C	7100	11484931
15723	O(C)c1ccc(-n2ncc(C(=O)c3ccccc3)c2N)cc1	7060	11601759
50262820	O=C(Nc1cc(-c2ccc(cc2)C(=O)NCC2CC2)c(cc1)C)C1CCCC1	7000	44578427
17746	Fc1cc(Nc2nc(N(C(Oc3c(cccc3C)C)=O)c3ccc(OC)cc3OC)ccn2)ccc1OCCC[NH+]1CCCCC1	6800	11843160
50132991	Fc1ccc(cc1)-c1c[nH]nc1-c1ncccc1	6800	10900715
50398185	s1c(ccc1C)C(=O)Nc1cc(Nc2cc3OCc4c(cccc4)C(=O)c3cc2)ccc1	6800	71462864
50293516	[nH+]1ccc(Nc2nc(nc3c2cccc3)-c2nc(ccc2)C)cc1	6720	10267580
15721	Fc1cc(-n2ncc(C(=O)c3ccccc3)c2N)ccc1	6700	11565394
50152660	Fc1ccc(cc1)-c1c2OCCCn2nc1-c1nc(Oc2ccccc2)ncc1	6600	44394880
50364382	Fc1cc(F)cc(F)c1Nc1nc2c(nc(nc2)NC(C)C)n1C1CCC(CC1)C(=O)N1CCOCC1	6400	57398024
50359330	S1(=O)(=O)CCN(CC1)C(=O)Cn1nc(cc1NC(=O)Nc1c2c(ccc1)cccc2)C(C)(C)C	6400	11591157
50330124	S(C)c1nc(c(n1C(CO)CO)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	6280	52941869
50156822	S(C)c1nc(c(n1CCC[NH+]1CCOCC1)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	6279	11488218
50015642	S(Cc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)c1ccccc1	6240	54766171
15431	s1cccc1-c1[nH]c(-c2ccccc2C)c(n1)-c1cc2N(C)C(=O)N(c2cc1)C	6200	23581427
50364381	Fc1cc(F)cc(F)c1Nc1nc2c(nc(nc2)NC(C)C)n1C1CCC(CC1)C(=O)NC1CC1	6200	57399681
50398138	O=C1CCCCc2c1ccc(Nc1cc(ccc1)C(=O)Nc1ccccc1)c2	6200	71455709
50391139	s1c(c(nc1NCc1cc(ccc1)C(=O)N)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	6190	70684848
50411052	Clc1ccccc1NC(=O)N(c1cc(F)ccc1)c1nc(ncc1)N[C@@H](C)c1ccccc1	6160	44412831
50304027	Fc1ccc(cc1)-c1nc2cc(OC)ccc2nc1-c1ccncc1	6140	45488173
50330125	S(C)c1nc(c(n1C(CCO)CCO)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	6140	52941875
50310957	O(Cc1ccccc1)C=1C=CN(Cc2ccccc2)C(=O)C=1CC	6100	22050258
50305723	BrC=1n2c(nnc2C(C)C)C=C(Cl)C=1Sc1ccc(F)cc1F	6080	11575331
50148716	Clc1ccc(cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1)C#CC([NH3+])(C)C	6000	44346429
50174088	S(=O)(=O)(Nc1cc(Oc2ccc(F)cc2)ccc1)N1CCC([NH2+]Cc2ccccc2O)CC1	6000	5287728
84802	O(c1cc(ccc1)C(=O)CC[NH3+])c1cc(ccc1)C(=O)CC[NH3+]	6000	57339873
50156740	O=C(N)c1cc(Nc2nc(nc(n2)N)NC[C@H]2[C@@H]3C[C@H](CC2)C3(C)C)c(cc1)C	5900	11486266
50263025	o1cc(cc1)C(=O)Nc1cc(ccc1)-c1ccc(cc1)C(=O)NCC1CC1	5900	44578567
50388707	O(Cc1ncccc1)c1ccc(cc1)C(=O)Nc1cc(ccc1C)-c1[nH]cc(n1)C	5900	67374621
50391153	Clc1ccccc1CNc1sc(c(n1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	5860	70682756
50156841	S(=O)(C)c1ccc(cc1)CSc1nc(c(n1C)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	5849	11260440
50318036	BrC=1C(=O)N(N=CC=1NCc1ccccc1)c1c(Cl)cccc1Cl	5720	46887098
50119518	S(Cc1ccc(O)cc1)c1[nH]c(c(n1)-c1ccncc1)-c1ccc(F)cc1	5700	10883362
50359326	s1c(C[NH+]2CCS(=O)(=O)CC2)c(NC(=O)Nc2cc3c(cc2)cccc3)cc1C(C)(C)C	5700	11540078
50075755	Clc1ccc(cc1)-c1[nH]c(c(c1)-c1ccccc1OC(C)C)-c1ccncc1	5540	44372904
50391166	s1c(c(nc1NCc1ccccc1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	5530	70682754
50132374	O=C(N1CC[NH+](CC1)Cc1ccccc1)c1cc2[nH]ccc2cc1	5520	4318880
50132987	O(C)c1ccc(cc1)-c1cn(nc1-c1nc(ccc1)C)C	5400	44351275
50392155	Clc1cc(F)ccc1Nc1cc2c(cc1)C(=O)c1cc(OC)ccc1CC2	5400	45280413
50384398	O=C1N(C=Nc2c1cc(N1CC[NH+](CC1)C)cc2)c1cc(ccc1C)C(=O)Nc1ccccc1	5400	70685869
50391163	s1c(c(nc1NCc1cc(ccc1)C)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	5370	70684836
50095416	s1c(C(OCC(OC)=O)=O)c(NC(=O)Nc2ccc(cc2)C)cc1C(C)(C)C	5310	44272190
50310958	O(Cc1ccccc1)C=1C=CN(Cc2ccccc2)C(=O)C=1C	5300	10193155
50005205	O(CCCC[NH+]1CCCCC1)c1ccc(N2C=C(C=CC2=O)C)cc1	5210	71541791
50012776	S=C(Nc1ccccc1F)Cn1nc(c(c1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	5210	90656202
50232726	Fc1ccc(cc1)C1=C(c2c(N(C)C1=O)cccc2)c1ccncc1	5200	44447379
50012777	S=C(Nc1cc(ccc1)C#N)Cn1nc(c(c1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	5110	78319219
50114691	S(=O)(C)c1ccccc1CSc1nc(c(cn1)-c1ccc(F)cc1)-c1ccncc1	5100	10094511
50315870	Fc1ccc(cc1)CN(C(=O)c1cc2c(cc1)cccc2)c1cc([nH+]cc1)N	5080	11749046
50071887	O(C)c1ccc(OC)cc1-c1[nH]c(c(c1)-c1ccncc1)-c1ccccc1	5000	44324195
50125595	Fc1cccc(F)c1N(C(=O)N)c1nc(nc2n(cnc12)C)-c1cc(F)ccc1	5000	44272054
50148708	Fc1cc(F)ccc1Nc1ccc(cc1)C(=O)c1cc2[nH]c(nc2cc1OC)C	5000	44346322
50382359	Clc1cc(Cl)ccc1C1=C2N(N=C(Sc3ccccc3)C=C2)C=NC1=O	5000	15872096
50156844	S(=O)(C)c1ccc(cc1)CSc1nc(c(n1CCOCC#C)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	4974	11753341
50392153	Fc1ccccc1Nc1cc2c(cc1)C(=O)c1cc(OC)ccc1CC2	4900	60166859
50015641	O(Cc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)c1ccccc1	4890	54766018
50169959	s1c2c(nc1C(C#N)c1nc(ncc1)NCCc1cccnc1)cccc2	4800	10109823
50398137	O=C1CCCCc2c1ccc(Nc1cc(ccc1)C(=O)NC1CC1)c2	4800	71461129
50398175	FC(F)(F)c1cc(ccc1)C(=O)Nc1cc(Nc2cc3c(cc2)C(=O)CCCC3)ccc1	4800	71449964
50304019	Fc1ccc(cc1)-c1nc2c(nc1-c1cc(ncc1)N[C@H](C)c1ccccc1)cccc2	4790	45488170
15729	Fc1ccc(-n2ncc(C(=O)c3cc(ccc3)C#N)c2N)cc1	4760	11529613
50075749	Clc1ccc(cc1)-c1[nH]c(c(c1)-c1ccccc1OCC=C)-c1ccncc1	4740	12967035
50132382	O=C(N1CC[NH+](CC1)Cc1ccccc1)c1c2c([nH]c1)cccc2	4740	4350077
50343673	S(=O)(=O)(N1CCOCC1)c1ccc(cc1)-c1nc(ncc1)NC1CCN(S(=O)(=O)N)CC1	4700	54586040
50398136	O=C1CCCCc2c1ccc(Nc1cc(ccc1)C(=O)Nc1cc(ccc1)C(C)(C)C)c2	4700	71455710
50148662	O(C)c1ccc(cc1)-c1c2n(nc1-c1nc(ccc1)C)CCC2	4600	21992584
50392151	Clc1ccccc1Nc1cc2c(cc1)C(=O)c1cc(OC)ccc1CC2	4600	45280749
50352583	O=C1Nc2c(ccc(c2)-c2cc(ccc2C)C(=O)NC2CC2)C1(CCO)CCO	4570	44250345
50156845	S(=O)(C)c1ccc(cc1)CSc1nc(c(n1CC[NH+]1CCCCC1)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	4435	11307841
50398161	Fc1ccc(Nc2cc3c(cc2)C(=O)CCCC3)cc1NC(=O)CCc1ccccc1	4400	71453963
50382361	S(C1=NN2C(C=C1)=C(c1ccccc1C)C(=O)N=C2)c1ccccc1	4400	21354223
93408	Brc1ccc(cc1)C=1C=C(NC(=O)C=1C#N)c1ccc(Br)cc1	4400	19656390
50132379	O=C(N1CC[NH+](CC1)Cc1ccccc1)c1cc2c([nH]cc2)cc1	4360	16415057
50148668	Oc1ccc(cc1)-c1c2n(nc1-c1nc(ccc1)C)CCC2	4300	9838979
50252542	O=C(N)c1cc(ccc1)Cc1[nH]c(c(n1)-c1nc(ccc1)C)-c1cc2nccnc2cc1	4300	11676119
50392159	Fc1c(Nc2cc3c(cc2)C(=O)c2cc(OC)ccc2CC3)cc(F)cc1F	4300	60166860
50374618	O(CCC[NH+]1CCCCC1)c1ccc(Nc2nc3-n4c5c(nc4N(c4c(cccc4C)C)C(=O)c3cn2)cccc5)cc1	4300	11455909
50398169	O=C1c2c(cc(Nc3cc(NC(=O)CCc4ccccc4)ccc3)cc2)CCc2c1cccc2	4300	71450324
50364377	Fc1cc(F)cc(F)c1Nc1nc2c(nc(nc2)NC2CCC(CC2)C(=O)NC)n1[C@H]1CCOC1	4200	57392739
50015948	Fc1c(cccc1NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)C[NH+](C)C	4110	54767754
50218695	S(=O)(=O)(Nc1cc(cc(NC(=O)c2oc3c(c2)cccc3)c1OC)C(C)(C)C)C	4100	9909829
50382364	Clc1ccccc1C1=C2N(N=C(Sc3ccccc3)C=C2)C=NC1=O	4100	21354236
50425362	Fc1ccc(Nc2cc3c(cc2)C(=O)c2cc(OC)ccc2CC3)cc1NC(=O)c1ccccc1	4100	71545203
50015949	Fc1c(cccc1NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)C[NH+]1CCCC1	4100	54767755
50156832	S(C)c1nc(c(n1CC(OC)OC)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	4099	11224170
50005206	O(CCC[NH+]1CCCCC1)c1ccc(N2C=C(C=CC2=O)C)cc1	4070	71541785
50256868	Fc1ccc(cc1)C=1CCCC=1c1ccncc1	4050	24788015
15731	Fc1ccc(-n2ncc(C(=O)c3cc(ccc3)C#CCO)c2N)cc1	4040	11508284
15440	S(=O)(C)c1ccc(cc1)-c1[nH]c(c(n1)-c1cc2N(C)C(=O)N(c2cc1)C)-c1ccc(F)cc1	4000	23647067
50114690	S(=O)(C)c1ccc(cc1)CSc1[nH]c(c(n1)-c1ccncc1)-c1ccc(F)cc1	4000	9845197
50262779	O=C(NCC1CC1)c1ccc(cc1)-c1cc(NC(=O)C)ccc1C	4000	44578400
50240614	O1c2c(C(=O)C(O)=C1c1cc(O)c(OC)cc1)c(O)cc(OC)c2	3980	5320287
50015688	O=C(Nc1cc(NCc2[nH]c(c(n2)C=2C=Cc3n(ncn3)C=2)-c2nc(ccc2)C)ccc1)C	3980	54771764
50327404	Clc1cc(OCC)ccc1-c1nc(nc(c1)-c1sc(nc1)NCCC)-c1ncccc1	3940	52948737
50390771	Clc1cc(OCC)ccc1-c1nc(nc(c1)-c1sc(nc1)NC(C)C)-c1ncccc1	3940	70697187
50015665	O=C(N)c1ccccc1NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	3940	54767249
50015689	Fc1ccc(NCc2[nH]c(c(n2)C=2C=Cc3n(ncn3)C=2)-c2nc(ccc2)C)cc1	3930	54766165
50194693	n1c2c(cc(cc2)-c2ccccc2C)cnc1N	3903	16086113
50277627	O(C)c1ccc(cc1NC(=O)Nc1c2c(ccc1)cccc2)C(C)(C)C	3900	22631405
50392156	Fc1cc(C)c(Nc2cc3c(cc2)C(=O)c2cc(OC)ccc2CC3)cc1	3900	45280748
50376650	S(CCN1OC(=O)C(=C1c1ccncc1)c1ccc(F)cc1)C	3900	24853802
50015878	Clc1cc(NCc2[nH]c(c(n2)C=2C=Cc3n(ncn3)C=2)-c2nc(ccc2)C)ccc1Cl	3890	54766323
50376647	Fc1ccc(cc1)C1=C(N(OC1=O)COCCOC)c1ccncc1	3830	10291183
50376653	Fc1ccc(cc1)C1=C(N(OC1=O)CC1OC1)c1ccncc1	3830	24853743
50391148	s1c(c(nc1NCc1cc(F)cc(F)c1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	3820	70695372
50318038	BrC=1C(=O)N(N=CC=1NCCc1ccccc1)c1c(Cl)cccc1Cl	3810	46887100
50119511	S(C)c1cc(ccc1O)CSc1[nH]c(c(n1)-c1ccncc1)-c1ccc(F)cc1	3800	10928000
50119521	Brc1ccc(cc1)-c1[nH]c(SCc2ccc(S(=O)C)cc2)nc1-c1ccncc1	3800	10874554
50392163	Clc1cc(F)ccc1Nc1cc2c(cc1)C(=O)c1cc(O)ccc1CC2	3800	45279907
50398134	O1Cc2c(cccc2)C(=O)c2c1cc(Nc1cc(ccc1)C(=O)Nc1ccccc1)cc2	3800	71457488
50391160	s1c(c(nc1NCc1cc(ccc1)C#N)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	3780	70682755
50305714	S(c1ccc(F)cc1F)C=1C=Cc2n(C=1)c(nn2)C1CC[NH2+]CC1	3770	46226957
50012784	S=C(NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)c1ccccc1	3770	90656203
50075752	Clc1ccc(cc1)-c1[nH]c(c(c1)-c1ccccc1OCC(C)C)-c1ccncc1	3760	44373192
50156834	S(C)c1nc(c(n1CC1OC(OC1)(C)C)-c1cc(ncc1)NC(=O)C)-c1ccc(F)cc1	3732	11224854
50304026	Fc1ccc(cc1)-c1nc2cc(C)c(cc2nc1-c1ccncc1)C	3700	45488168
50382357	Clc1cccc(Cl)c1C1=C2N(N=C(Sc3ccccc3C)C=C2)C=NC1=O	3700	21354233
93402	Brc1ccc(cc1)-c1nc(N)c(C#N)c(c1)-c1cccnc1	3700	3395772
50323434	O=C(NCc1cc(-n2nc(cc2NC(=O)Nc2ccccc2)C(C)(C)C)ccc1)CC(C(=O)[O-])(C)C	3680	49862611
93404	Brc1ccc(cc1)-c1nc(N)c(C#N)c(c1)-c1cc(Cl)c(Cl)cc1	3680	3398254
50015659	O(C)c1ccccc1NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	3680	54766778
50411054	Fc1ccc(N(C(=O)Nc2ccccc2C)c2nc(ncc2)N[C@H](COC)C)cc1	3650	44412989
50015664	[nH]1c(c(nc1CNc1ccccc1C#N)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	3640	54767246
50344132	S(=O)(=O)(Nc1[nH]nc2nc(Oc3ccc(F)cc3F)ncc12)CC	3580	54584619
50391149	s1c(c(nc1NCc1cc(F)c(F)cc1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	3580	70697385
50135165	O1c2c(C[C@H](O)[C@H]1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2	3530	65084
50391165	s1c(c(nc1NCc1cc(F)ccc1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	3530	70695370
15751	Fc1ccc(-n2ncc(C(=O)c3cc(ccc3)C(O)CO)c2N)cc1	3500	9949860
16520	Clc1ccccc1N1N=C(NCc2ccccc2C)C=CC1=O	3500	23647371
50363450	Fc1cccc(F)c1Nc1nc2c(nc(nc2)Nc2ccc(OC)cc2)n1C1CCCC1	3500	57390518
50359332	S1(=O)(=O)CCN(CC1)C(=O)n1nc(cc1NC(=O)Nc1c2c(ccc1)cccc2)C(C)(C)C	3500	11634170
50388718	O(Cc1ncccc1)c1ccc(cc1)C(=O)Nc1cc(ccc1C)-c1ncnc2nc[nH]c12	3500	67378301
50382368	S(C1=NN2C(C=C1)=C(c1c(F)cccc1F)C(=O)N=C2)c1ccccc1	3500	21354235
50015840	[nH]1c(c(nc1CNc1cccc(C)c1C)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	3490	54766470
7460	O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2	3450	5280343
50119507	S(=O)(C)c1cc(ccc1O)CSc1[nH]c(c(n1)-c1ccncc1)-c1ccc(F)cc1	3400	11048442
50364378	Fc1cc(F)cc(F)c1Nc1nc2c(nc(nc2)NC2CCC(O)CC2)n1[C@H]1CCOC1	3400	11597537
50384381	O(C)c1cc(ccc1)C(=O)Nc1cc(N2C=Nc3c(cc(N4CC[NH+](CC4)C)cc3)C2=O)c(cc1)C	3400	70685867
50305722	ClC1=Cc2n(C(Cl)=C1Sc1ccc(F)cc1F)c(nn2)C(C)C	3380	46226945
50323436	O=C(NCc1cc(-n2nc(cc2NC(=O)Nc2ccccc2)C(C)(C)C)ccc1)C1CCCC[C@H]1C(=O)[O-]	3360	49862613
15761	Fc1ccc(-n2c3ncnc(N)c3cc2-c2ccncc2)cc1	3300	11001230
50263023	O(C)c1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CC1	3300	44578565
50398162	Fc1ccc(Nc2cc3c(cc2)C(=O)CCCC3)cc1NC(=O)Cc1ccccc1	3300	71461127
50391164	Clc1cc(ccc1)CNc1sc(c(n1)-c1nc(ccc1)C)C=1C=Cc2n(ncn2)C=1	3280	70689057
17742	O(C(=O)N(c1ccc(OC)cc1OC)c1nc(ncc1)Nc1ccc(OCCC[NH+]2CCCCC2)cc1)c1c(cccc1C)C	3200	11844615
50392154	O(C)c1cc2c(CCc3c(ccc(Nc4ccccc4)c3)C2=O)cc1	3200	45280466
50304023	Fc1ccc(cc1)-c1nc2ncccc2nc1-c1ccncc1	3190	45488154
50411057	Clc1ccccc1NC(=O)N(c1ccc(F)cc1)c1nc(ncc1)NC1CCN(CC1)C(OCC)=O	3160	11591602
50304025	Fc1ccc(cc1)-c1nc2c(nc1-c1ccncc1)cccc2	3150	45488146
50318037	BrC=1C(=O)N(N=CC=1OCCc1ccccc1)c1c(Cl)cccc1Cl	3140	46887099
15736	Fc1ccc(-n2ncc(C(=O)c3ccc(cc3)C#CC[NH+]3CCOCC3)c2N)cc1	3130	11545890
15757	Fc1ccc(cc1)-c1c2c([nH]c1-c1ccncc1)ccnc2	3100	11011691
25982	o1c(nnc1C)-c1cc(-c2ccc(cc2)C(=O)Nc2cc(N3CC[NH+](CC3)C)ccc2)c(cc1)C	3100	25093461
50232724	Fc1ccc(cc1)C1=C(c2c(N(C#CC)C1=O)cccc2)c1ccncc1	3100	44447388
50310952	IC=1C(=O)N(C=CC=1OCc1ccccc1)Cc1ccccc1	3100	22050830
50411062	Clc1ccccc1NC(=O)N(c1ccc(F)cc1)c1nc(ncc1)N[C@H](COC)C	3100	44412988
50398170	O=C1c2c(cc(Nc3cc(NC(=O)Cc4ccccc4)ccc3)cc2)CCc2c1cccc2	3100	71453962
50370775	O1Cc2c(ccc(Nc3ccccc3N)c2)C(=O)c2c1cccc2	3060	11962205
50315955	O1CCc2cc(ccc12)C(=O)N(CC1CC[NH2+]CC1)c1nc(ncc1)NC(CO)(C)C	3040	46886219
50370777	Clc1cc(Cl)ccc1Nc1cc2OCc3c(cccc3)C(=O)c2cc1	3021	11962794
50095414	s1c(C(OCC)=O)c(NC(=O)Nc2ccc(cc2)C)cc1C(C)(C)C	3020	9906915
17739	Fc1cc(Nc2nc(N(C(Oc3c(cccc3C)C)=O)c3ccc(OC)cc3OC)ccn2)ccc1OCC[NH+]1CC[NH+](CC1)C	3000	11843011
25981	o1c(nnc1C)-c1cc(-c2ccc(cc2)C(=O)NCC2CC2)c(cc1)C	3000	21078798
50384376	O1CCN(CC1)c1nccc(c1)C(=O)Nc1cc(N2C(=Nc3c(cc(N4CC[NH+](CC4)C)cc3)C2=O)C)c(cc1)C	3000	70690017
50015944	[nH]1c(c(nc1CNc1cc(cc(c1)C)C)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C	3000	54766621
50398463	Fc1ccc(cc1)-c1nc(n(COC)c1-c1ncnc2nc[nH]c12)-c1ccccc1	2989	71459107
50305705	S(c1ccc(F)cc1F)C=1C=Cc2n(C=1)c(nn2)-c1cc(ccc1C)C(=O)[O-]	2920	46226971
50263024	Fc1ccc(cc1-c1ccc(cc1)C(=O)NCC1CC1)C(=O)NC1CC1	2900	44578566
50130663	Clc1nccc(c1)-c1nc(SCc2ccccc2)[nH]c1-c1ccc(F)cc1	2900	11732012
50384393	O=C1N(C=Nc2c1cc(N1CC[NH+](CC1)C)cc2)c1cc(NC(=O)C2CCC2)ccc1C	2900	70687997
50411061	Fc1ccccc1NC(=O)N(c1ccc(F)cc1)c1nc(ncc1)N[C@H](COC)C	2880	44413000
15722	Fc1ccccc1-n1ncc(C(=O)c2ccccc2)c1N	2860	11673569
50323412	O=C(Nc1ccccc1)Nc1n(nc(c1)C(C)(C)C)-c1cc(ccc1)C[NH3+]	2850	49862285
50015945	O(C)c1cc(NCc2[nH]c(c(n2)C=2C=Cc3n(ncn3)C=2)-c2nc(ccc2)C)cc(OC)c1	2850	54766934
50075766	Clc1ccc(cc1)-c1[nH]c(c(c1)-c1ccccc1OCCC)-c1ccncc1	2840	44372688
50012803	S=C(NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)c1cc(ccc1)C(=O)N	2830	90656204
50015667	O=C(Nc1ccccc1NCc1[nH]c(c(n1)C=1C=Cc2n(ncn2)C=1)-c1nc(ccc1)C)C	2830	54767420
50075770	Fc1ccc(cc1)-c1cc([nH]c1-c1ccncc1)-c1ccc(OC)cc1	2800	44372650
50363463	Fc1ccccc1Nc1nc2c(nc(nc2)Nc2ccc(OC)cc2)n1C1CCOCC1	2800	57395802
50248940	Fc1cc(N)c(Nc2cc3OCc4ncccc4C(=O)c3cc2)cc1	2730	25257706
50372716	FC(F)(F)c1cc(NC(=O)c2cc(NC(=O)c3cnc(nc3OC)NC)c(cc2)C)ccc1	2720	44454538
50262614	O=C(NC1CCCC1)c1cc(-c2ccc(cc2)C(=O)NCC2CC2)c(cc1)C	2700	44578252
50218677	s1c2c(cc1C(=O)Nc1cc(cc(NS(=O)(=O)C)c1OC)C(C)(C)C)cccc2	2700	10002936
50318034	BrC=1C(=O)N(N=CC=1OCc1ccc(F)cc1F)c1ccccc1	2700	46887068
7457	O1c2c(ccc(O)c2)C(=O)C(O)=C1c1cc(O)c(O)cc1	2700	5281614
50364384	Fc1cc(F)ccc1Nc1nc2c(nc(nc2)NC2CCC(O)CC2)n1C1CCOCC1	2700	57401441
50388722	O(Cc1ncccc1)c1ccc(cc1)C(=O)Nc1cc(ccc1C)-c1[nH]ccn1	2700	25253556
50398184	O=C1CCCCc2c1ccc(Nc1cc(NC(=O)c3ccc(cc3)C(C)(C)C)ccc1C)c2	2700	71450330
50075784	Clc1ccc(cc1)-c1[nH]c(c(c1)-c1ccccc1OCCCCCC)-c1ccncc1	2680	44372923
50248939	O1Cc2ncccc2C(=O)c2c1cc(Nc1ccccc1N)cc2	2680	25257711
